"","id_escola","ano","idesp"
"903",35001259,2012,2.11
"904",35001259,2013,1.97
"905",35001259,2014,2.35
"906",35001259,2015,1.51
"907",35001259,2016,1.97
"908",35001259,2017,2.03
"909",35001259,2018,2.17
"910",35001259,2019,2.33
"911",35001272,2007,0.87
"912",35001272,2008,1.6
"913",35001272,2009,1.45
"914",35001272,2010,1.35
"915",35001272,2011,1.59
"916",35001272,2012,1.61
"917",35001272,2013,1.25
"918",35001272,2014,1.56
"919",35001272,2015,1.61
"920",35001272,2016,1.43
"921",35001272,2017,1.61
"922",35001272,2018,1.89
"923",35001272,2019,1.49
"924",35001284,2007,1.18
"925",35001284,2008,2.2
"926",35001284,2009,2.38
"927",35001284,2010,2.53
"928",35001284,2011,1.92
"929",35001284,2012,2.19
"930",35001284,2013,2.04
"931",35001284,2014,2.92
"932",35001284,2015,3.13
"933",35001284,2016,2.49
"934",35001284,2017,2.81
"935",35001284,2018,3.16
"936",35001284,2019,2.89
"937",35001296,2007,0.53
"938",35001296,2008,1.69
"939",35001296,2009,2.66
"940",35001296,2010,2.21
"941",35001296,2011,1.93
"942",35001296,2012,1.91
"943",35001296,2013,1.41
"944",35001296,2014,1.69
"945",35001296,2015,2.02
"946",35001296,2016,2.16
"947",35001296,2017,2.34
"948",35001296,2018,1.86
"949",35001296,2019,2.08
"950",35001302,2007,0.97
"951",35001302,2008,1.86
"952",35001302,2009,1.92
"953",35001302,2010,1.38
"954",35001302,2011,1.01
"955",35001302,2012,1.36
"956",35001302,2013,1.54
"957",35001302,2014,1.28
"958",35001302,2015,1.07
"959",35001302,2016,0.83
"960",35001302,2017,2.43
"961",35001302,2018,1.62
"962",35001302,2019,2.56
"963",35001326,2007,0.88
"964",35001326,2008,1.01
"965",35001326,2009,0.74
"966",35001326,2010,1.3
"967",35001326,2011,1
"968",35001326,2012,0.93
"969",35001326,2013,0.79
"970",35001326,2014,0.86
"971",35001326,2015,0.87
"972",35001326,2016,1.18
"973",35001326,2017,1.39
"974",35001326,2018,1.38
"975",35001326,2019,1.28
"976",35001348,2007,0.63
"977",35001348,2008,1.8
"978",35001348,2009,0.94
"979",35001348,2010,1.17
"980",35001348,2011,0.92
"981",35001348,2012,0.79
"982",35001348,2013,0.9
"983",35001348,2014,1.06
"984",35001348,2015,1.27
"985",35001348,2016,1.04
"986",35001348,2017,1.19
"987",35001348,2018,1.26
"988",35001348,2019,1.55
"989",35001363,2007,2.26
"990",35001363,2008,2.84
"991",35001363,2009,2.56
"992",35001363,2010,2.47
"993",35001363,2011,2.4
"994",35001363,2012,2.27
"995",35001363,2013,1.69
"996",35001363,2014,2.01
